id,Date,Time,Transaction,Item,Hour,Day_of_Week,Weekend
70,10/30/2016 0:00,10/23/2018 11:16,32,Muffin,11,Sunday,Weekend
71,10/30/2016 0:00,10/23/2018 11:22,33,Coffee,11,Sunday,Weekend
72,10/30/2016 0:00,10/23/2018 11:25,34,Coffee,11,Sunday,Weekend
73,10/30/2016 0:00,10/23/2018 11:25,34,Muffin,11,Sunday,Weekend
74,10/30/2016 0:00,10/23/2018 11:27,35,Muffin,11,Sunday,Weekend
75,10/30/2016 0:00,10/23/2018 11:27,35,Scandinavian,11,Sunday,Weekend
76,10/30/2016 0:00,10/23/2018 11:33,36,Tea,11,Sunday,Weekend
77,10/30/2016 0:00,10/23/2018 11:33,36,Bread,11,Sunday,Weekend
78,10/30/2016 0:00,10/23/2018 11:37,37,Coffee,11,Sunday,Weekend
79,10/30/2016 0:00,10/23/2018 11:37,37,Bread,11,Sunday,Weekend
80,10/30/2016 0:00,10/23/2018 11:37,37,NONE,11,Sunday,Weekend
81,10/30/2016 0:00,10/23/2018 11:42,38,Bread,11,Sunday,Weekend
82,10/30/2016 0:00,10/23/2018 11:42,38,Tea,11,Sunday,Weekend
83,10/30/2016 0:00,10/23/2018 11:44,39,Scandinavian,11,Sunday,Weekend
84,10/30/2016 0:00,10/23/2018 11:55,40,Juice,11,Sunday,Weekend
85,10/30/2016 0:00,10/23/2018 11:55,40,NONE,11,Sunday,Weekend
86,10/30/2016 0:00,10/23/2018 11:55,40,Tartine,11,Sunday,Weekend
87,10/30/2016 0:00,10/23/2018 11:55,40,Coffee,11,Sunday,Weekend
88,10/30/2016 0:00,10/23/2018 11:55,40,Muffin,11,Sunday,Weekend
89,10/30/2016 0:00,10/23/2018 11:57,41,Scandinavian,11,Sunday,Weekend
90,10/30/2016 0:00,10/23/2018 11:57,42,Bread,11,Sunday,Weekend
91,10/30/2016 0:00,10/23/2018 11:57,42,Tea,11,Sunday,Weekend
92,10/30/2016 0:00,10/23/2018 12:00,43,Scandinavian,12,Sunday,Weekend
93,10/30/2016 0:00,10/23/2018 12:00,43,Fudge,12,Sunday,Weekend
94,10/30/2016 0:00,10/23/2018 12:05,44,Coffee,12,Sunday,Weekend
95,10/30/2016 0:00,10/23/2018 12:05,44,Medialuna,12,Sunday,Weekend
96,10/30/2016 0:00,10/23/2018 12:08,45,Coffee,12,Sunday,Weekend
97,10/30/2016 0:00,10/23/2018 12:08,45,Hot chocolate,12,Sunday,Weekend
98,10/30/2016 0:00,10/23/2018 12:08,45,Medialuna,12,Sunday,Weekend
99,10/30/2016 0:00,10/23/2018 12:09,46,Coffee,12,Sunday,Weekend
100,10/30/2016 0:00,10/23/2018 12:15,47,Ella's Kitchen Pouches,12,Sunday,Weekend
101,10/30/2016 0:00,10/23/2018 12:15,47,Juice,12,Sunday,Weekend
102,10/30/2016 0:00,10/23/2018 12:15,47,Bread,12,Sunday,Weekend
103,10/30/2016 0:00,10/23/2018 12:15,47,Muffin,12,Sunday,Weekend
104,10/30/2016 0:00,10/23/2018 12:15,47,Jam,12,Sunday,Weekend
105,10/30/2016 0:00,10/23/2018 12:17,48,Coffee,12,Sunday,Weekend
106,10/30/2016 0:00,10/23/2018 12:23,49,Coffee,12,Sunday,Weekend
107,10/30/2016 0:00,10/23/2018 12:23,49,Coffee,12,Sunday,Weekend
108,10/30/2016 0:00,10/23/2018 12:23,49,Medialuna,12,Sunday,Weekend
109,10/30/2016 0:00,10/23/2018 12:25,50,Bread,12,Sunday,Weekend
110,10/30/2016 0:00,10/23/2018 12:25,50,Victorian Sponge,12,Sunday,Weekend
111,10/30/2016 0:00,10/23/2018 12:26,51,Bread,12,Sunday,Weekend
112,10/30/2016 0:00,10/23/2018 12:28,52,Scandinavian,12,Sunday,Weekend
113,10/30/2016 0:00,10/23/2018 12:33,54,Bread,12,Sunday,Weekend
114,10/30/2016 0:00,10/23/2018 12:38,55,Frittata,12,Sunday,Weekend
115,10/30/2016 0:00,10/23/2018 12:38,55,Coffee,12,Sunday,Weekend
116,10/30/2016 0:00,10/23/2018 12:38,55,Tea,12,Sunday,Weekend
117,10/30/2016 0:00,10/23/2018 12:38,55,Hearty & Seasonal,12,Sunday,Weekend
118,10/30/2016 0:00,10/23/2018 12:39,56,Coffee,12,Sunday,Weekend
119,10/30/2016 0:00,10/23/2018 12:39,56,Frittata,12,Sunday,Weekend
120,10/30/2016 0:00,10/23/2018 12:45,57,Scandinavian,12,Sunday,Weekend
121,10/30/2016 0:00,10/23/2018 12:59,58,Victorian Sponge,12,Sunday,Weekend
122,10/30/2016 0:00,10/23/2018 12:59,58,Hot chocolate,12,Sunday,Weekend
123,10/30/2016 0:00,10/23/2018 12:59,58,Tea,12,Sunday,Weekend
124,10/30/2016 0:00,10/23/2018 12:59,58,Soup,12,Sunday,Weekend
125,10/30/2016 0:00,10/23/2018 13:02,59,Tea,13,Sunday,Weekend
126,10/30/2016 0:00,10/23/2018 13:02,59,NONE,13,Sunday,Weekend
127,10/30/2016 0:00,10/23/2018 13:14,60,Cookies,13,Sunday,Weekend
128,10/30/2016 0:00,10/23/2018 13:14,60,Coffee,13,Sunday,Weekend
129,10/30/2016 0:00,10/23/2018 13:14,60,Juice,13,Sunday,Weekend
130,10/30/2016 0:00,10/23/2018 13:14,60,Coffee,13,Sunday,Weekend
131,10/30/2016 0:00,10/23/2018 13:15,61,Coffee,13,Sunday,Weekend
132,10/30/2016 0:00,10/23/2018 13:24,62,Pick and Mix Bowls,13,Sunday,Weekend
133,10/30/2016 0:00,10/23/2018 13:24,62,Hearty & Seasonal,13,Sunday,Weekend
134,10/30/2016 0:00,10/23/2018 13:24,62,Hearty & Seasonal,13,Sunday,Weekend
135,10/30/2016 0:00,10/23/2018 13:24,62,Coffee,13,Sunday,Weekend
136,10/30/2016 0:00,10/23/2018 13:24,62,Smoothies,13,Sunday,Weekend
137,10/30/2016 0:00,10/23/2018 13:24,62,Coffee,13,Sunday,Weekend
138,10/30/2016 0:00,10/23/2018 13:33,63,Coffee,13,Sunday,Weekend
139,10/30/2016 0:00,10/23/2018 13:34,64,Cake,13,Sunday,Weekend
140,10/30/2016 0:00,10/23/2018 13:37,65,NONE,13,Sunday,Weekend
141,10/30/2016 0:00,10/23/2018 13:37,65,Tartine,13,Sunday,Weekend
142,10/30/2016 0:00,10/23/2018 13:37,65,Mighty Protein,13,Sunday,Weekend
143,10/30/2016 0:00,10/23/2018 13:37,65,Tea,13,Sunday,Weekend
144,10/30/2016 0:00,10/23/2018 13:37,65,Coffee,13,Sunday,Weekend
145,10/30/2016 0:00,10/23/2018 13:40,66,Hearty & Seasonal,13,Sunday,Weekend
146,10/30/2016 0:00,10/23/2018 13:40,66,Frittata,13,Sunday,Weekend
147,10/30/2016 0:00,10/23/2018 13:40,66,Mineral water,13,Sunday,Weekend
148,10/30/2016 0:00,10/23/2018 13:46,67,Hearty & Seasonal,13,Sunday,Weekend
149,10/30/2016 0:00,10/23/2018 13:46,67,NONE,13,Sunday,Weekend
150,10/30/2016 0:00,10/23/2018 13:46,67,Mineral water,13,Sunday,Weekend
151,10/30/2016 0:00,10/23/2018 13:46,67,Muffin,13,Sunday,Weekend
152,10/30/2016 0:00,10/23/2018 13:49,68,Frittata,13,Sunday,Weekend
153,10/30/2016 0:00,10/23/2018 13:49,68,Coffee,13,Sunday,Weekend
154,10/30/2016 0:00,10/23/2018 13:49,68,Tea,13,Sunday,Weekend
155,10/30/2016 0:00,10/23/2018 13:49,68,Scandinavian,13,Sunday,Weekend
156,10/30/2016 0:00,10/23/2018 13:49,68,Chicken sand,13,Sunday,Weekend
157,10/30/2016 0:00,10/23/2018 13:51,69,Bread,13,Sunday,Weekend
158,10/30/2016 0:00,10/23/2018 13:51,69,Tea,13,Sunday,Weekend
159,10/30/2016 0:00,10/23/2018 13:51,69,Victorian Sponge,13,Sunday,Weekend
160,10/30/2016 0:00,10/23/2018 13:54,70,Fudge,13,Sunday,Weekend
161,10/30/2016 0:00,10/23/2018 13:56,71,Muffin,13,Sunday,Weekend
162,10/30/2016 0:00,10/23/2018 14:21,72,Coffee,14,Sunday,Weekend
163,10/30/2016 0:00,10/23/2018 14:21,72,Bread,14,Sunday,Weekend
164,10/30/2016 0:00,10/23/2018 14:22,73,Bread,14,Sunday,Weekend
165,10/30/2016 0:00,10/23/2018 14:24,74,Coffee,14,Sunday,Weekend
166,10/30/2016 0:00,10/23/2018 14:24,74,Bread,14,Sunday,Weekend
167,10/30/2016 0:00,10/23/2018 14:32,75,NONE,14,Sunday,Weekend
168,10/30/2016 0:00,10/23/2018 14:32,75,Jam,14,Sunday,Weekend
169,10/30/2016 0:00,10/23/2018 14:32,75,Frittata,14,Sunday,Weekend
170,10/30/2016 0:00,10/23/2018 14:32,76,Coffee,14,Sunday,Weekend
171,10/30/2016 0:00,10/23/2018 14:35,77,Scandinavian,14,Sunday,Weekend
172,10/30/2016 0:00,10/23/2018 14:42,78,Fudge,14,Sunday,Weekend
173,10/30/2016 0:00,10/23/2018 14:45,79,Fudge,14,Sunday,Weekend
174,10/30/2016 0:00,10/23/2018 14:45,79,Tea,14,Sunday,Weekend
175,10/30/2016 0:00,10/23/2018 14:45,79,Coffee,14,Sunday,Weekend
176,10/30/2016 0:00,10/23/2018 14:45,79,Muffin,14,Sunday,Weekend
177,10/30/2016 0:00,10/23/2018 14:48,80,Frittata,14,Sunday,Weekend
178,10/30/2016 0:00,10/23/2018 14:48,80,Bread,14,Sunday,Weekend
179,10/30/2016 0:00,10/23/2018 14:48,80,Coffee,14,Sunday,Weekend
180,10/31/2016 0:00,10/23/2018 8:28,81,Coffee,8,Monday,Weekday
181,10/31/2016 0:00,10/23/2018 8:28,81,Cake,8,Monday,Weekday
182,10/31/2016 0:00,10/23/2018 8:47,82,Tartine,8,Monday,Weekday
183,10/31/2016 0:00,10/23/2018 8:47,82,NONE,8,Monday,Weekday
184,10/31/2016 0:00,10/23/2018 8:47,82,Bread,8,Monday,Weekday
185,10/31/2016 0:00,10/23/2018 8:57,83,Coffee,8,Monday,Weekday
186,10/31/2016 0:00,10/23/2018 8:57,83,Bread,8,Monday,Weekday
187,10/31/2016 0:00,10/23/2018 9:04,84,Bread,9,Monday,Weekday
188,10/31/2016 0:00,10/23/2018 9:10,85,Coffee,9,Monday,Weekday
189,10/31/2016 0:00,10/23/2018 9:10,85,Coffee,9,Monday,Weekday
190,10/31/2016 0:00,10/23/2018 9:10,85,Pastry,9,Monday,Weekday
191,10/31/2016 0:00,10/23/2018 9:10,85,Medialuna,9,Monday,Weekday
192,10/31/2016 0:00,10/23/2018 9:11,86,Juice,9,Monday,Weekday
193,10/31/2016 0:00,10/23/2018 9:12,87,Bread,9,Monday,Weekday
194,10/31/2016 0:00,10/23/2018 9:16,88,Coffee,9,Monday,Weekday
195,10/31/2016 0:00,10/23/2018 9:16,88,Coffee,9,Monday,Weekday
196,10/31/2016 0:00,10/23/2018 9:16,88,Jam,9,Monday,Weekday
197,10/31/2016 0:00,10/23/2018 9:19,89,Bread,9,Monday,Weekday
198,10/31/2016 0:00,10/23/2018 9:20,90,Bread,9,Monday,Weekday
199,10/31/2016 0:00,10/23/2018 9:20,90,Coffee,9,Monday,Weekday
200,10/31/2016 0:00,10/23/2018 9:22,91,Tea,9,Monday,Weekday
201,10/31/2016 0:00,10/23/2018 9:22,91,NONE,9,Monday,Weekday
202,10/31/2016 0:00,10/23/2018 9:27,92,Coffee,9,Monday,Weekday
203,10/31/2016 0:00,10/23/2018 9:29,93,Bread,9,Monday,Weekday
204,10/31/2016 0:00,10/23/2018 9:29,93,Coke,9,Monday,Weekday
205,10/31/2016 0:00,10/23/2018 9:39,94,Coffee,9,Monday,Weekday
206,10/31/2016 0:00,10/23/2018 9:39,94,Coffee,9,Monday,Weekday
207,10/31/2016 0:00,10/23/2018 9:43,95,Tea,9,Monday,Weekday
208,10/31/2016 0:00,10/23/2018 9:43,95,Pastry,9,Monday,Weekday
209,10/31/2016 0:00,10/23/2018 9:43,95,Farm House,9,Monday,Weekday
210,10/31/2016 0:00,10/23/2018 9:46,96,Pastry,9,Monday,Weekday
211,10/31/2016 0:00,10/23/2018 9:46,96,Pastry,9,Monday,Weekday
212,10/31/2016 0:00,10/23/2018 9:46,96,Coffee,9,Monday,Weekday
213,10/31/2016 0:00,10/23/2018 9:46,96,Juice,9,Monday,Weekday
214,10/31/2016 0:00,10/23/2018 9:51,97,Coffee,9,Monday,Weekday
215,10/31/2016 0:00,10/23/2018 9:51,97,Pastry,9,Monday,Weekday
216,10/31/2016 0:00,10/23/2018 9:51,97,Juice,9,Monday,Weekday
217,10/31/2016 0:00,10/23/2018 9:52,98,Farm House,9,Monday,Weekday
218,10/31/2016 0:00,10/23/2018 9:56,99,Pastry,9,Monday,Weekday
219,10/31/2016 0:00,10/23/2018 9:56,99,Pastry,9,Monday,Weekday
220,10/31/2016 0:00,10/23/2018 9:56,99,Coffee,9,Monday,Weekday
221,10/31/2016 0:00,10/23/2018 9:56,99,Bread,9,Monday,Weekday
222,10/31/2016 0:00,10/23/2018 9:58,100,Bread,9,Monday,Weekday
223,10/31/2016 0:00,10/23/2018 10:04,101,Coffee,10,Monday,Weekday
224,10/31/2016 0:00,10/23/2018 10:04,101,Pastry,10,Monday,Weekday
225,10/31/2016 0:00,10/23/2018 10:04,102,Farm House,10,Monday,Weekday
226,10/31/2016 0:00,10/23/2018 10:07,103,NONE,10,Monday,Weekday
227,10/31/2016 0:00,10/23/2018 10:07,103,Bread,10,Monday,Weekday
228,10/31/2016 0:00,10/23/2018 10:12,104,Coffee,10,Monday,Weekday
229,10/31/2016 0:00,10/23/2018 10:12,104,Coffee,10,Monday,Weekday
230,10/31/2016 0:00,10/23/2018 10:12,104,Medialuna,10,Monday,Weekday
231,10/31/2016 0:00,10/23/2018 10:12,104,Muffin,10,Monday,Weekday
232,10/31/2016 0:00,10/23/2018 10:12,104,Coffee,10,Monday,Weekday
233,10/31/2016 0:00,10/23/2018 10:21,105,Coffee,10,Monday,Weekday
234,10/31/2016 0:00,10/23/2018 10:21,105,Tea,10,Monday,Weekday
235,10/31/2016 0:00,10/23/2018 10:21,105,NONE,10,Monday,Weekday
236,10/31/2016 0:00,10/23/2018 10:21,105,Cake,10,Monday,Weekday
237,10/31/2016 0:00,10/23/2018 10:24,106,Coffee,10,Monday,Weekday
238,10/31/2016 0:00,10/23/2018 10:24,106,Coffee,10,Monday,Weekday
239,10/31/2016 0:00,10/23/2018 10:24,106,Pastry,10,Monday,Weekday
240,10/31/2016 0:00,10/23/2018 10:24,106,Pastry,10,Monday,Weekday
241,10/31/2016 0:00,10/23/2018 10:27,107,Coffee,10,Monday,Weekday
242,10/31/2016 0:00,10/23/2018 10:27,107,Tea,10,Monday,Weekday
243,10/31/2016 0:00,10/23/2018 10:31,108,Farm House,10,Monday,Weekday
244,10/31/2016 0:00,10/23/2018 10:31,108,Muffin,10,Monday,Weekday
245,10/31/2016 0:00,10/23/2018 10:35,109,Bread,10,Monday,Weekday
246,10/31/2016 0:00,10/23/2018 10:35,109,Muffin,10,Monday,Weekday
247,10/31/2016 0:00,10/23/2018 10:35,109,Pastry,10,Monday,Weekday
248,10/31/2016 0:00,10/23/2018 10:36,110,Pastry,10,Monday,Weekday
249,10/31/2016 0:00,10/23/2018 10:38,111,Coffee,10,Monday,Weekday
250,10/31/2016 0:00,10/23/2018 10:59,112,Coffee,10,Monday,Weekday
251,10/31/2016 0:00,10/23/2018 11:02,113,Coffee,11,Monday,Weekday
252,10/31/2016 0:00,10/23/2018 11:02,113,Cake,11,Monday,Weekday
253,10/31/2016 0:00,10/23/2018 11:05,114,Farm House,11,Monday,Weekday
254,10/31/2016 0:00,10/23/2018 11:08,115,Bread,11,Monday,Weekday
255,10/31/2016 0:00,10/23/2018 11:11,116,Coffee,11,Monday,Weekday
256,10/31/2016 0:00,10/23/2018 11:13,117,Cookies,11,Monday,Weekday
257,10/31/2016 0:00,10/23/2018 11:13,117,Cake,11,Monday,Weekday
258,10/31/2016 0:00,10/23/2018 11:13,117,Coffee,11,Monday,Weekday
259,10/31/2016 0:00,10/23/2018 11:13,117,My-5 Fruit Shoot,11,Monday,Weekday
260,10/31/2016 0:00,10/23/2018 11:18,118,Cookies,11,Monday,Weekday
261,10/31/2016 0:00,10/23/2018 11:18,118,Cookies,11,Monday,Weekday
262,10/31/2016 0:00,10/23/2018 11:18,118,Tea,11,Monday,Weekday
263,10/31/2016 0:00,10/23/2018 11:18,118,Pastry,11,Monday,Weekday
264,10/31/2016 0:00,10/23/2018 11:25,119,Coffee,11,Monday,Weekday
265,10/31/2016 0:00,10/23/2018 11:25,119,Coffee,11,Monday,Weekday
266,10/31/2016 0:00,10/23/2018 11:25,119,Muffin,11,Monday,Weekday
267,10/31/2016 0:00,10/23/2018 11:29,120,Farm House,11,Monday,Weekday
268,10/31/2016 0:00,10/23/2018 11:30,121,Coffee,11,Monday,Weekday
269,10/31/2016 0:00,10/23/2018 11:30,121,Bread,11,Monday,Weekday
270,10/31/2016 0:00,10/23/2018 11:37,122,Cookies,11,Monday,Weekday
271,10/31/2016 0:00,10/23/2018 11:42,123,Jam,11,Monday,Weekday
272,10/31/2016 0:00,10/23/2018 11:42,123,NONE,11,Monday,Weekday
273,10/31/2016 0:00,10/23/2018 11:42,123,Coffee,11,Monday,Weekday
274,10/31/2016 0:00,10/23/2018 11:42,123,Coffee,11,Monday,Weekday
275,10/31/2016 0:00,10/23/2018 11:42,123,Juice,11,Monday,Weekday
276,10/31/2016 0:00,10/23/2018 11:43,124,Coffee,11,Monday,Weekday
277,10/31/2016 0:00,10/23/2018 11:43,124,Soup,11,Monday,Weekday
278,10/31/2016 0:00,10/23/2018 11:47,125,Tea,11,Monday,Weekday
279,10/31/2016 0:00,10/23/2018 11:52,126,Coffee,11,Monday,Weekday
280,10/31/2016 0:00,10/23/2018 11:52,126,Jam,11,Monday,Weekday
281,10/31/2016 0:00,10/23/2018 11:53,127,Farm House,11,Monday,Weekday
282,10/31/2016 0:00,10/23/2018 11:55,128,NONE,11,Monday,Weekday
283,10/31/2016 0:00,10/23/2018 11:55,128,Tartine,11,Monday,Weekday
284,10/31/2016 0:00,10/23/2018 11:55,128,Coffee,11,Monday,Weekday
285,10/31/2016 0:00,10/23/2018 11:55,128,Tea,11,Monday,Weekday
286,10/31/2016 0:00,10/23/2018 11:59,129,Coffee,11,Monday,Weekday
287,10/31/2016 0:00,10/23/2018 11:59,129,Coffee,11,Monday,Weekday
288,10/31/2016 0:00,10/23/2018 11:59,129,Cake,11,Monday,Weekday
289,10/31/2016 0:00,10/23/2018 12:03,130,Coffee,12,Monday,Weekday
290,10/31/2016 0:00,10/23/2018 12:03,130,Coffee,12,Monday,Weekday
291,10/31/2016 0:00,10/23/2018 12:03,130,Muffin,12,Monday,Weekday
292,10/31/2016 0:00,10/23/2018 12:08,131,Bread,12,Monday,Weekday
293,10/31/2016 0:00,10/23/2018 12:08,131,Coffee,12,Monday,Weekday
294,10/31/2016 0:00,10/23/2018 12:14,132,Tea,12,Monday,Weekday
295,10/31/2016 0:00,10/23/2018 12:14,132,Juice,12,Monday,Weekday
296,10/31/2016 0:00,10/23/2018 12:14,132,Pick and Mix Bowls,12,Monday,Weekday
297,10/31/2016 0:00,10/23/2018 12:14,132,Cookies,12,Monday,Weekday
298,10/31/2016 0:00,10/23/2018 12:16,133,Hearty & Seasonal,12,Monday,Weekday
299,10/31/2016 0:00,10/23/2018 12:16,133,Soup,12,Monday,Weekday
300,10/31/2016 0:00,10/23/2018 12:19,134,Hearty & Seasonal,12,Monday,Weekday
301,10/31/2016 0:00,10/23/2018 12:19,134,Tea,12,Monday,Weekday
302,10/31/2016 0:00,10/23/2018 12:19,134,Farm House,12,Monday,Weekday
303,10/31/2016 0:00,10/23/2018 12:20,135,Bread,12,Monday,Weekday
304,10/31/2016 0:00,10/23/2018 12:27,136,Tea,12,Monday,Weekday
305,10/31/2016 0:00,10/23/2018 12:27,136,Soup,12,Monday,Weekday
306,10/31/2016 0:00,10/23/2018 12:37,137,Farm House,12,Monday,Weekday
307,10/31/2016 0:00,10/23/2018 12:43,138,Soup,12,Monday,Weekday
308,10/31/2016 0:00,10/23/2018 12:43,138,Hearty & Seasonal,12,Monday,Weekday
309,10/31/2016 0:00,10/23/2018 12:43,138,Coffee,12,Monday,Weekday
310,10/31/2016 0:00,10/23/2018 12:50,139,Bread,12,Monday,Weekday
311,10/31/2016 0:00,10/23/2018 12:50,139,Muffin,12,Monday,Weekday
312,10/31/2016 0:00,10/23/2018 12:50,139,Hearty & Seasonal,12,Monday,Weekday
313,10/31/2016 0:00,10/23/2018 12:53,140,Coffee,12,Monday,Weekday
314,10/31/2016 0:00,10/23/2018 12:53,140,Coffee,12,Monday,Weekday
315,10/31/2016 0:00,10/23/2018 12:53,140,Cookies,12,Monday,Weekday
316,10/31/2016 0:00,10/23/2018 12:54,141,Bread,12,Monday,Weekday
317,10/31/2016 0:00,10/23/2018 12:56,142,Tea,12,Monday,Weekday
318,10/31/2016 0:00,10/23/2018 12:56,142,Muffin,12,Monday,Weekday
319,10/31/2016 0:00,10/23/2018 12:59,143,Tea,12,Monday,Weekday
320,10/31/2016 0:00,10/23/2018 13:02,144,Soup,13,Monday,Weekday
321,10/31/2016 0:00,10/23/2018 13:02,144,Hearty & Seasonal,13,Monday,Weekday
322,10/31/2016 0:00,10/23/2018 13:05,145,Coffee,13,Monday,Weekday
323,10/31/2016 0:00,10/23/2018 13:05,145,Tea,13,Monday,Weekday
324,10/31/2016 0:00,10/23/2018 13:05,145,Focaccia,13,Monday,Weekday
325,10/31/2016 0:00,10/23/2018 13:08,146,Sandwich,13,Monday,Weekday
